StockCode,Description,Revenue,TotalQuantitySold,InventoryTurnover,ABC_Class,XYZ_Class,ABC_XYZ_Class,ReorderPriority,DeadStockRisk,Recommendation
20713,JUMBO BAG OWLS,16745.7,9366,41.626666666666665,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84836,ZINC METAL HEART DECORATION,16706.5,13958,50.20863309352518,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22622,BOX OF VINTAGE ALPHABET BLOCKS,16695.9,1824,12.936170212765957,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21217,RED SPOTTY ROUND CAKE TINS,16691.4,1752,7.209876543209877,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
48184,DOOR MAT ENGLISH ROSE ,16521.51,2677,13.728205128205127,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22379,RECYCLING BAG RETROSPOT ,16434.65,8419,35.37394957983193,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21175,GIN + TONIC DIET METAL SIGN,16384.4,8439,34.72839506172839,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22384,LUNCHBAG PINK RETROSPOT,16332.0,10240,40.15686274509804,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22158,3 HEARTS HANGING DECORATION RUSTIC,15607.6,5544,46.2,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22382,LUNCHBAG SPACEBOY DESIGN ,15604.75,9767,37.42145593869732,A,Y,AY,High,0,High-value moderate variability; keep safety stock and review weekly
48188,DOOR MAT WELCOME PUPPIES,15599.75,2749,13.676616915422885,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
85152,HAND OVER THE CHOCOLATE   SIGN ,15598.94,8240,30.51851851851852,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
20972,PINK CREAM FELT CRAFT TRINKET BOX ,15460.279999999999,13170,49.325842696629216,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
37449,CERAMIC CAKE STAND + HANGING CAKES,15446.5,1749,11.357142857142858,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22752,SET 7 BABUSHKA NESTING BOXES,15357.800000000001,1925,20.052083333333332,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
85066,CREAM SWEETHEART MINI CHEST,15326.56,1292,6.211538461538462,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21231,SWEETHEART CERAMIC TRINKET BOX,15276.14,13018,58.11607142857143,A,Y,AY,High,0,High-value moderate variability; keep safety stock and review weekly
21977,PACK OF 60 PINK PAISLEY CAKE CASES,15103.75,31006,108.79298245614035,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
71459,HANGING JAM JAR T-LIGHT HOLDER,15075.31,19303,88.95391705069125,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,15044.75,3473,17.27860696517413,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84406B,CREAM CUPID HEARTS COAT HANGER,14864.52,5016,20.813278008298756,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22385,JUMBO BAG SPACEBOY DESIGN,14765.55,8309,38.646511627906975,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21955,UNION JACK GUNS & ROSES  DOORMAT,14652.59,2585,12.368421052631579,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
82483,WOOD 2 DRAWER CABINET WHITE FINISH,14460.150000000001,2657,11.704845814977974,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
20750, RED/WHITE DOT MINI CASES,14364.98,1982,8.224066390041493,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,14250.400000000001,24032,101.40084388185655,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
20712,JUMBO BAG WOODLAND ANIMALS,13992.9,7742,37.04306220095694,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
47566B,TEA TIME PARTY BUNTING,13969.05,3355,20.333333333333332,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
47590A,BLUE HAPPY BIRTHDAY BUNTING,13798.150000000001,2807,19.358620689655172,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22585,PACK OF 6 BIRDY GIFT TAGS,13705.18,11489,54.45023696682465,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22061,LARGE CAKE STAND  HANGING STRAWBERY,13669.32,1539,7.656716417910448,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22294,HEART FILIGREE DOVE  SMALL,13563.03,11259,48.5301724137931,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21314,SMALL GLASS HEART TRINKET POT,13491.300000000001,6933,33.01428571428571,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,13462.65,6015,100.25,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21481,FAWN BLUE HOT WATER BOTTLE,13439.650000000001,4907,28.04,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21080,SET/20 RED SPOTTY PAPER NAPKINS ,13434.21,17901,61.304794520547944,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84970S,HANGING HEART ZINC T-LIGHT HOLDER,13282.429999999998,17297,64.30111524163569,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
48129,DOOR MAT TOPIARY,13260.67,2209,11.38659793814433,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22865,HAND WARMER OWL DESIGN,13195.800000000001,6508,85.63157894736842,A,Y,AY,High,0,High-value moderate variability; keep safety stock and review weekly
79323P,PINK CHERRY LIGHTS,13171.1,2230,25.0561797752809,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22632,HAND WARMER RED POLKA DOT,13118.1,6631,122.79629629629629,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22149,FELTCRAFT 6 FLOWER FRIENDS,13089.800000000001,6483,24.464150943396227,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22866,HAND WARMER SCOTTY DOG DESIGN,13002.6,6436,84.6842105263158,A,Y,AY,High,0,High-value moderate variability; keep safety stock and review weekly
22867,HAND WARMER BIRD DESIGN,12989.7,6457,82.78205128205128,A,Y,AY,High,0,High-value moderate variability; keep safety stock and review weekly
82600,NO SINGING METAL SIGN,12936.960000000001,6776,26.06153846153846,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
48173C,DOOR MAT BLACK FLOCK ,12913.44,2272,12.764044943820224,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
35004C,SET OF 3 COLOURED  FLYING DUCKS,12869.15,2707,18.41496598639456,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
20711,JUMBO BAG TOYS ,12843.35,7271,33.20091324200913,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12813.9,9178,36.42063492063492,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
15036,ASSORTED COLOURS SILK FAN,12784.880000000001,19202,115.67469879518072,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12728.04,3604,21.2,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
85232B,SET/3 RUSSIAN DOLL STACKING TINS,12722.2,2668,11.753303964757709,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22077,6 RIBBONS RUSTIC CHARM,12468.75,7679,36.91826923076923,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
20971,PINK BLUE FELT CRAFT TRINKET BOX,12346.3,10634,45.059322033898304,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21930,JUMBO STORAGE BAG SKULLS,12342.1,6838,26.7109375,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22629,SPACEBOY LUNCH BOX ,12167.699999999999,6742,51.86153846153846,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
85042,ANTIQUE LILY FAIRY LIGHTS,12085.95,2669,15.982035928143713,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22837,HOT WATER BOTTLE BABUSHKA ,11897.7,2666,48.472727272727276,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,11860.11,1285,8.237179487179487,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22492,MINI PAINT SET VINTAGE ,11795.85,18733,122.43790849673202,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22556,PLASTERS IN TIN CIRCUS PARADE ,11691.45,7365,37.76923076923077,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21791,VINTAGE HEADS AND TAILS CARD GAME ,11673.12,10000,42.19409282700422,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21213,PACK OF 72 SKULL CAKE CASES,11657.82,24618,95.78988326848248,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22551,PLASTERS IN TIN SPACEBOY,11584.35,7287,36.98984771573604,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22507,MEMO BOARD RETROSPOT  DESIGN,11574.300000000001,2650,14.804469273743017,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
15044A,PINK PAPER PARASOL ,11573.199999999999,4472,49.142857142857146,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22605,WOODEN CROQUET GARDEN SET,11447.33,1015,7.518518518518518,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22297,HEART IVORY TRELLIS SMALL,11425.31,9319,43.546728971962615,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84949,SILVER HANGING T-LIGHT HOLDER,11323.8,7300,37.628865979381445,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,11319.619999999999,54754,229.09623430962344,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22630,DOLLY GIRL LUNCH BOX,11314.05,6287,49.503937007874015,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21164,HOME SWEET HOME METAL SIGN ,11253.220000000001,4198,19.895734597156398,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22087,PAPER BUNTING WHITE LACE,11231.6,4027,20.54591836734694,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21908,CHOCOLATE THIS WAY METAL SIGN,11186.12,5935,26.261061946902654,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
47591D,PINK FAIRY CAKE CHILD'S APRON,11134.11,6141,23.71042471042471,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22381,TOY TIDY PINK RETROSPOT  ,11093.6,5669,25.308035714285715,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22456,NATURAL SLATE CHALKBOARD LARGE ,10962.36,2596,17.78082191780822,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21258,VICTORIAN SEWING BOX LARGE,10961.4,944,6.090322580645161,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21156,RED SPOTTY CHILDS APRON,10903.05,6081,25.550420168067227,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
48116,DOOR MAT MULTICOLOUR STRIPE,10805.93,1897,12.480263157894736,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21121,SET/10 RED SPOTTY PARTY CANDLES,10747.75,8963,38.14042553191489,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
35400,WOODEN BOX ADVENT CALENDAR ,10692.199999999999,1237,12.37,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22296,HEART IVORY TRELLIS LARGE,10641.75,6611,31.037558685446008,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
82583,HOT BATHS METAL SIGN,10558.08,5563,25.286363636363635,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
20724,RED SPOTTY CHARLOTTE BAG,10532.9,13190,47.789855072463766,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
85150,LADIES & GENTLEMEN METAL SIGN,10521.15,4325,18.172268907563026,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22505,MEMO BOARD COTTAGE DESIGN,10506.550000000001,2283,12.20855614973262,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
71053,WHITE METAL LANTERN,10345.41,2931,14.803030303030303,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22444,GROW YOUR OWN PLANT IN A CAN ,10326.56,8440,54.45161290322581,A,Y,AY,High,0,High-value moderate variability; keep safety stock and review weekly
84992,72 SWEETHEART FAIRY CAKE CASES,10200.32,21471,80.41573033707866,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22366,DOORMAT AIRMAIL ,10192.86,1668,9.641618497109826,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22624,IVORY KITCHEN SCALES,10158.35,1231,7.284023668639053,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21535,RETRO SPOT SMALL MILK JUG,10136.25,4155,16.042471042471043,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21936,RED/WHITE SPOT PICNIC BAG,10124.75,3645,19.285714285714285,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22617,BAKING SET SPACEBOY DESIGN,10124.22,2150,11.813186813186814,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21790,VINTAGE SNAP CARDS,10011.369999999999,12429,46.37686567164179,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,9961.35,4193,17.184426229508198,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
22569,FELTCRAFT CUSHION BUTTERFLY,9931.2,2856,17.0,A,Z,AZ,Medium,0,High-value unstable demand; monitor closely before bulk reorder
