Date,Sales,InvoiceCount,QuantitySold,UniqueCustomers,UniqueProducts,AvgUnitPrice,AvgBasketValue,Month,Quarter,Weekday,WeekOfYear,Weekend,Lag1,Lag7,Lag14,Lag28,Rolling7,Rolling14,Rolling30,Std7,Std14,EMA_7,EMA_14,EMA_30,RollingMax7,RollingMax14,RollingMax30,RollingMin7,RollingMin14,RollingMin30,Momentum7,Momentum14,Momentum28,GrowthRate7,GrowthRate14,GrowthRate28
2010-02-28,16917.02,53,8511,50,736,3.052449297971919,319.18905660377357,2,1,6,8,1,16703.701,27254.86,15114.4,47243.840000000004,24842.04471428572,26205.222428571433,23976.903566666664,11956.436272257364,10927.306566270006,24987.66313159216,25093.531896250526,24327.102256830658,46642.82,46642.82,47243.840000000004,11477.911,11393.61,9583.09,-10337.84,1802.6200000000008,-30326.820000000003,0.6206973728722144,1.1192650717196846,0.35807885218475044
2010-03-01,25831.21,58,21468,49,777,3.7417627118644066,445.3656896551724,3,1,0,9,0,16917.02,11477.911,11393.61,28703.6,26892.516,27236.47957142857,24069.757233333334,10413.817428219201,10069.548606295115,25198.54984869412,25191.888976750455,24424.14146606739,46642.82,46642.82,47243.840000000004,16703.701,11477.911,9583.09,14353.298999999999,14437.599999999999,-2872.3899999999994,2.250514923839364,2.2671664204760384,0.8999292771638401
2010-03-02,26423.87,55,11912,48,929,4.310987491770902,480.43399999999997,3,1,1,9,0,25831.21,26359.13,17914.45,19865.670000000002,26901.764571428568,27844.295285714285,23375.758233333338,10413.293509304165,9714.119218708049,25504.87988652059,25356.15311318373,24553.15621019208,46642.82,46642.82,46642.82,16703.701,11477.911,9583.09,64.73999999999796,8509.419999999998,6558.199999999997,1.0024560749918527,1.4750031399233579,1.3301273000105205
2010-03-03,34114.91,63,20419,53,1014,3.5219061413673236,541.506507936508,3,1,2,9,0,26423.87,22707.44,42784.781,28403.981,28531.403142857143,27225.01878571429,23556.135233333334,10539.348062651648,8933.372636814676,27657.387414890443,26523.987364759232,25170.04355147001,46642.82,46642.82,46642.82,16703.701,11477.911,9583.09,11407.470000000005,-8669.871,5710.929000000004,1.502367065596122,0.79736086530395,1.2010608653765824
2010-03-04,32369.19,74,18584,67,989,3.7265732416710735,437.42148648648646,3,1,3,9,0,34114.91,33086.291,31203.68,18704.68,28428.960142857144,27308.269500000002,23972.919233333334,10491.069917683026,8978.6183174262,28835.338061167833,27303.34771612467,25634.504612665496,46642.82,46642.82,46642.82,16703.701,11477.911,9583.09,-717.1009999999987,1165.5099999999984,13664.509999999998,0.9783263406587339,1.0373516841603299,1.7305396296541826
2010-03-05,27684.73,81,18307,55,771,4.008875692794933,341.7867901234568,3,1,4,9,0,32369.19,46642.82,26616.23,19831.431,25720.66157142857,27384.590928571426,23948.9442,6804.903962733613,8976.824365520995,28547.686045875875,27354.198687308046,25766.777218299983,34114.91,46642.82,46642.82,16703.701,11477.911,9583.09,-18958.09,1068.5,7853.298999999999,0.5935475170669355,1.0401446786415658,1.3960026384379423
2010-03-07,20001.22,58,11008,46,1076,3.429910011248594,344.8486206896552,3,1,6,9,1,27684.73,16703.701,35811.19,21696.7,26191.735714285718,26255.307357142854,23992.162200000002,6160.267386755944,8828.435434761763,26411.069534406906,26373.80152900031,25394.805784861277,34114.91,46642.82,46642.82,16917.02,11477.911,9583.09,3297.5190000000002,-15809.970000000001,-1695.4799999999996,1.1974124776299575,0.5585187199866857,0.9218553973645762
2010-03-08,37256.01,76,15622,66,1042,4.950197095435684,490.21065789473687,3,1,0,10,0,20001.22,16917.02,27254.86,21450.191,29097.30571428571,26969.67521428571,24572.981499999998,5845.152127652067,9307.186602881335,29122.304650805178,27824.762658466938,26160.04476648313,37256.01,46642.82,46642.82,20001.22,11477.911,9583.09,20338.99,10001.150000000001,15805.819000000003,2.2022797159310565,1.3669492340081733,1.7368614573175598
2010-03-09,22035.75,57,12362,51,736,4.039559204840104,386.5921052631579,3,1,1,10,0,37256.01,25831.21,11477.911,22676.5,28555.097142857143,27723.80657142857,24584.283166666668,6352.625143971905,8332.029275801971,27350.665988103883,27052.89430400468,25893.961233161637,37256.01,46642.82,46642.82,20001.22,16703.701,9583.09,-3795.459999999999,10557.839,-640.75,0.8530668907883139,1.9198397687523452,0.9717438758185787
2010-03-10,27547.43,61,18065,47,924,3.9874140127388533,451.5972131147541,3,1,2,10,0,22035.75,26423.87,26359.13,21931.04,28715.605714285713,27808.68514285714,24787.52446666667,6303.808375957783,8323.105741666892,27399.85699107791,27118.832396804057,26000.63663747379,37256.01,46642.82,46642.82,20001.22,16703.701,9583.09,1123.5600000000013,1188.2999999999993,5616.389999999999,1.042520645159093,1.0450811540441585,1.2560931902910213
2010-03-11,24591.91,48,14208,39,839,4.169813229571984,512.3314583333333,3,1,3,10,0,27547.43,34114.91,22707.44,17078.21,27355.17714285714,27943.290142857146,24851.371466666667,5962.7317360046845,8249.1698447523,26697.870243308433,26781.909410563516,25909.751047959355,37256.01,46642.82,46642.82,20001.22,16703.701,9583.09,-9523.000000000004,1884.4700000000012,7513.700000000001,0.7208551920553212,1.082989099607882,1.439958286026463
2010-03-12,21712.54,36,11045,30,646,4.043388520971303,603.1261111111112,3,1,4,10,0,24591.91,32369.19,33086.291,17438.52,25832.79857142857,27130.879357142858,24844.08813333333,5828.101347844593,8263.75809552741,25451.53768248133,26105.993489155047,25638.96323841359,37256.01,46642.82,46642.82,20001.22,16703.701,9583.09,-10656.649999999998,-11373.750999999997,4274.02,0.6707779836319662,0.6562397701211056,1.2450907531143698
2010-03-14,9032.7,24,4954,22,447,2.7018413173652696,376.3625,3,1,6,10,1,21712.54,27684.73,46642.82,19666.54,23168.222857142857,24444.442214285715,24575.90446666667,8494.25794049472,7511.82205324867,21346.828261860996,23829.55435726771,24567.591416580457,37256.01,37256.01,46642.82,9032.7,9032.7,9032.7,-18652.03,-37610.119999999995,-10633.84,0.3262701135246759,0.19365681577571855,0.45929278866541856
2010-03-15,27662.451,57,15224,41,958,4.508346014492753,485.3061578947369,3,1,0,11,0,9032.7,20001.22,16703.701,9583.09,24262.684428571432,25227.21007142857,24916.70216666667,8511.734687491793,7207.984173655459,22925.733946395747,24340.607242965347,24767.259776801075,37256.01,37256.01,46642.82,9032.7,9032.7,9032.7,7661.231,10958.75,18079.361,1.3830381846707351,1.6560671793634236,2.886589920370152
2010-03-16,24059.94,45,12935,42,780,3.681620583717358,534.6653333333333,3,1,1,11,0,27662.451,37256.01,16917.02,15114.4,22377.531571428575,25737.41864285714,25063.148833333333,6338.187847959468,6816.689628613633,23209.28545979681,24303.1849439033,24721.62624281391,27662.451,37256.01,46642.82,9032.7,9032.7,9032.7,-13196.070000000003,7142.919999999998,8945.539999999999,0.6458002346467052,1.4222327573059557,1.5918554491081351
2010-03-17,30795.24,48,78885,40,768,3.2936477987421386,641.5675,3,1,2,11,0,24059.94,22035.75,25831.21,11393.61,23628.88728571429,26091.992214285714,25770.2205,7080.672212159331,6949.748161587472,25105.77409484761,25168.792284716194,25113.472291664624,30795.24,37256.01,46642.82,9032.7,9032.7,9032.7,8759.490000000002,4964.0300000000025,19401.63,1.3975126782614615,1.1921717952817543,2.7028518617014274
2010-03-18,41145.01,86,23691,70,840,3.8745616264294793,478.43034883720935,3,1,3,11,0,30795.24,27547.43,26423.87,17914.45,25571.39871428572,27143.502214285716,26637.907499999998,9711.347634284952,8033.060386707353,29115.583071135705,27298.954646754035,26147.7650470411,41145.01,41145.01,46642.82,9032.7,9032.7,9032.7,13597.580000000002,14721.140000000003,23230.56,1.4936061186107017,1.5571152143875975,2.2967498304441385
2010-03-19,45764.45,62,13418,47,746,19.815279411764706,738.1362903225806,3,1,4,11,0,41145.01,24591.91,34114.91,42784.781,28596.047285714285,27975.612214285713,27783.602166666664,12305.974609007008,9312.259250325344,33277.79980335178,29761.020693853498,27413.357624651355,45764.45,45764.45,46642.82,9032.7,9032.7,9032.7,21172.539999999997,11649.539999999994,2979.6689999999944,1.860955493086954,1.3414794293756012,1.0696431985943786
2010-03-21,20873.23,56,12471,51,795,2.841604668125456,372.73625,3,1,6,11,1,45764.45,21712.54,32369.19,31203.68,28476.14585714286,27154.472214285714,27882.22816666667,12388.036340714527,9401.45960538857,30176.657352513834,28575.98193467303,26991.413906931914,45764.45,45764.45,46642.82,9032.7,9032.7,9032.7,-839.3100000000013,-11495.96,-10330.45,0.961344458087354,0.6448486971716005,0.6689348820395543
2010-03-22,25614.49,56,12877,49,859,4.0059959486833225,457.4016071428572,3,1,0,12,0,20873.23,9032.7,27684.73,26616.23,30844.972999999998,27006.597928571427,27309.885133333333,9234.381043046862,9408.7561177895,29036.115514385376,28181.11634338329,26902.580106484693,45764.45,45764.45,46642.82,20873.23,9032.7,9032.7,16581.79,-2070.239999999998,-1001.739999999998,2.835751215029836,0.9252208708555222,0.9623635653884868
2010-03-23,56488.73,71,54482,58,745,22.09252314814815,795.6159154929578,3,1,1,12,0,25614.49,27662.451,20001.22,35811.19,34963.01285714286,29612.84864285714,28152.720133333336,13168.199196223604,12012.321188767843,35899.269135789036,31955.464830932186,28811.363970582453,56488.73,56488.73,56488.73,20873.23,9032.7,9032.7,28826.279000000002,36487.51,20677.54,2.042072483020395,2.824264219882587,1.577404436993018
2010-03-24,30179.26,73,14455,59,843,4.820404585300067,413.4145205479452,3,1,2,12,0,56488.73,24059.94,37256.01,27254.86,35837.20142857143,29107.366500000004,28271.487800000003,12510.440136739706,11813.19965770782,34469.26685184178,31718.63752014123,28899.615327319072,56488.73,56488.73,56488.73,20873.23,9032.7,9032.7,6119.32,-7076.750000000004,2924.399999999998,1.2543364613544339,0.8100507810686114,1.1072982946894607
2010-03-25,38993.08,85,17262,67,939,6.833767416934619,458.7421176470588,3,1,3,12,0,30179.26,30795.24,22035.75,11477.911,37008.32142857143,30318.604357142856,28377.5508,12342.367510728283,11901.364276729051,35600.220138881334,32688.563184122402,29550.806596524293,56488.73,56488.73,56488.73,20873.23,9032.7,9032.7,8197.84,16957.33,27515.169,1.2662047771019158,1.7695372292751552,3.39722794505028
2010-03-26,32546.05,62,20939,48,876,3.640096011816839,524.9362903225806,3,1,4,12,0,38993.08,41145.01,27547.43,26359.13,35779.898571428566,30675.64864285714,28553.9238,12289.838143583547,11886.80428517584,34836.677604161,32669.561426239416,29744.04810642595,56488.73,56488.73,56488.73,20873.23,9032.7,9032.7,-8598.960000000003,4998.619999999999,6186.919999999998,0.7910084357738641,1.1814550395445238,1.2347163961784777
2010-03-28,22562.62,59,14594,56,902,2.5932224645583424,382.4172881355932,3,1,6,12,1,32546.05,45764.45,24591.91,22707.44,32465.35142857143,30530.699357142854,28923.4141,12276.95915011997,11978.714208744776,31768.16320312075,31321.96923607416,29280.730164075892,56488.73,56488.73,56488.73,20873.23,9032.7,9032.7,-23201.829999999998,-2029.2900000000009,-144.8199999999997,0.49301630414000386,0.9174813993707687,0.9936223546115283
2010-03-29,59935.770000000004,85,25221,41,1024,4.038933673469388,705.126705882353,3,1,0,13,0,22562.62,20873.23,21712.54,33086.291,38045.71428571428,33260.93007142857,30042.635433333337,14756.952179652886,13999.738271593169,38810.06490234056,35137.14267126427,31258.474669619387,59935.770000000004,59935.770000000004,59935.770000000004,22562.62,9032.7,9032.7,39062.54000000001,38223.23,26849.479000000007,2.8714180795209945,2.7604218575993413,1.811498605268267
2010-03-30,38630.01,70,19298,54,987,3.9217961432506887,551.8572857142857,3,1,1,13,0,59935.770000000004,25614.49,9032.7,46642.82,39905.07428571429,35375.023642857144,30573.387766666667,13712.593681042332,12175.489678458272,38765.05117675542,35602.858315095706,31734.057594160073,59935.770000000004,59935.770000000004,59935.770000000004,22562.62,20873.23,9032.7,13015.52,29597.31,-8012.809999999998,1.5081311398353041,4.276684712212295,0.8282091434437283
2010-03-31,29718.33,75,13695,59,946,4.149304440877475,396.24440000000004,3,1,2,13,0,38630.01,56488.73,27662.451,16703.701,36080.73142857143,35521.872142857144,30461.1224,11934.433983491399,12087.392157767694,36503.37088256657,34818.254539749614,31604.010652601362,59935.770000000004,59935.770000000004,59935.770000000004,22562.62,20873.23,9032.7,-26770.4,2055.879000000001,13014.629,0.5260930808676351,1.0743202039472208,1.7791464298840118
2010-04-01,30823.15,79,17317,72,903,3.74523497917906,390.16645569620255,4,2,3,13,0,29718.33,30179.26,24059.94,16917.02,36172.71571428572,36004.95857142857,29933.80006666667,11883.741391301339,11723.744891482698,35083.31566192493,34285.57393444967,31553.632545981924,59935.770000000004,59935.770000000004,59935.770000000004,22562.62,20873.23,9032.7,643.890000000003,6763.210000000003,13906.130000000001,1.0213355131968114,1.2810983734789032,1.8220200720930755
2010-04-06,19476.52,55,13055,46,689,3.5042686292548297,354.1185454545455,4,2,1,14,0,30823.15,38993.08,30795.24,25831.21,33384.635714285716,35196.478571428575,30026.22736666667,13314.995448445661,12476.740454874012,31181.6167464437,32311.03340985638,30774.463994628255,59935.770000000004,59935.770000000004,59935.770000000004,19476.52,19476.52,9032.7,-19516.56,-11318.720000000001,-6354.689999999999,0.4994865755667416,0.6324522880808852,0.7539917797114422
2010-04-07,34590.91,61,23550,46,822,3.5341502552881106,567.0640983606557,4,2,2,14,0,19476.52,32546.05,41145.01,26423.87,33676.758571428574,34728.328571428574,30615.357033333334,13315.96250156985,12358.774728105494,32033.940059832774,32615.016955208863,31020.686317555464,59935.770000000004,59935.770000000004,59935.770000000004,19476.52,19476.52,9032.7,2044.8600000000042,-6554.0999999999985,8167.0400000000045,1.0628297443161308,0.8407072935454385,1.3090781176262223
2010-04-08,47626.52,86,26827,70,1015,3.6103301650825412,553.7967441860465,4,2,3,14,0,34590.91,22562.62,45764.45,34114.91,37257.315714285716,34861.33357142857,31341.867366666665,13198.59958237724,12495.940163670135,35932.08504487458,34616.55069451435,32092.030426100275,59935.770000000004,59935.770000000004,59935.770000000004,19476.52,19476.52,9032.7,25063.899999999998,1862.0699999999997,13511.609999999993,2.110859465788991,1.0406881323822312,1.3960617219860756
2010-04-09,16988.420000000002,51,9148,33,595,3.7920549450549452,333.10627450980394,4,2,4,14,0,47626.52,59935.770000000004,20873.23,32369.19,31121.980000000003,34583.84714285714,31027.352366666666,10632.00843376578,12868.0486340168,31196.168783655932,32266.133268579102,31117.60394699703,47626.52,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,-42947.350000000006,-3884.8099999999977,-15380.769999999997,0.2834437598782831,0.8138855366419094,0.5248330279503443
2010-04-11,19967.32,42,11708,40,662,2.864788478847885,475.41238095238094,4,2,6,14,1,16988.420000000002,38630.01,25614.49,27684.73,28455.88142857143,34180.47785714286,30555.766033333333,10774.483546019626,13253.569582014881,28388.95658774195,30626.291499435225,30398.230789126257,47626.52,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,-18662.690000000002,-5647.170000000002,-7717.41,0.5168862239486864,0.7795322100888988,0.7212394702783809
2010-04-12,27221.411,46,12892,37,587,3.450960970464135,591.769804347826,4,2,0,15,0,19967.32,29718.33,56488.73,20001.22,28099.178714285717,32089.95507142857,30384.173400000003,10767.052035101882,11678.806864954002,28097.070190806466,30172.30743284386,30193.274673698757,47626.52,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,-2496.9190000000017,-29267.319000000003,7220.190999999999,0.9159805076530209,0.4818910072858781,1.3609875297606846
2010-04-13,26027.6,52,14501,43,728,3.201726907630522,500.5307692307692,4,2,1,15,0,27221.411,30823.15,30179.26,37256.01,27414.100142857147,31793.40792857143,30328.935733333336,10717.295580978916,11783.29690608584,27579.70264310485,29619.679775131342,29924.521468944,47626.52,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,-4795.550000000003,-4151.66,-11228.410000000003,0.8444172642964783,0.8624333399824913,0.6986148006724283
2010-04-14,27214.08,45,16408,39,616,3.057664835164835,604.7573333333333,4,2,2,15,0,26027.6,19476.52,38993.08,22035.75,28519.465857142855,30952.050785714287,30569.364400000002,10145.972463802744,11649.442833346184,27488.296982328637,29298.933138447166,29749.654277399226,47626.52,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,7737.560000000001,-11779.0,5178.330000000002,1.3972763101416474,0.6979207592731839,1.2349967666178825
2010-04-15,29613.48,74,10784,57,653,12.219368421052632,400.1821621621622,4,2,3,15,0,27214.08,34590.91,32546.05,27547.43,27808.40442857143,30742.581500000004,30314.6134,9818.687267111152,11644.940773922866,28019.592736746476,29340.872719987547,29740.868840147665,47626.52,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,-4977.430000000004,-2932.5699999999997,2066.0499999999993,0.8561058382100961,0.9098947491323832,1.0749997368175543
2010-04-16,19561.05,42,14902,37,582,2.946771929824561,465.7392857142857,4,2,4,15,0,29613.48,47626.52,22562.62,24591.91,23799.051571428572,30528.183642857148,30232.1234,4850.7129344115365,11833.23786736773,25904.957052559857,28036.89635732254,29084.10633433169,29613.48,59935.770000000004,59935.770000000004,16988.420000000002,16988.420000000002,9032.7,-28065.469999999998,-3001.5699999999997,-5030.860000000001,0.4107176001941775,0.8669671341360179,0.7954262194355786
2010-04-18,24096.88,54,13032,43,751,3.4062922122674015,446.23851851851856,4,2,6,15,1,19561.05,16988.420000000002,59935.770000000004,21712.54,24814.545857142857,27968.262928571432,30117.105066666667,3822.344278347635,8344.2405463519,25452.937789419895,27511.56084301287,28762.349796632872,29613.48,47626.52,59935.770000000004,19561.05,16988.420000000002,9032.7,7108.459999999999,-35838.89,2384.34,1.418429730369275,0.4020450558990065,1.1098139600433667
2010-04-19,45287.87,74,19391,44,1247,5.0033655394524965,611.9982432432432,4,2,0,16,0,24096.88,19967.32,38630.01,9032.7,28431.767285714282,28443.824357142857,30806.970400000002,8080.153274107594,9149.494609500882,30411.670842064923,29881.735397277822,29828.512390398497,45287.87,47626.52,59935.770000000004,19561.05,16988.420000000002,9032.7,25320.550000000003,6657.860000000001,36255.17,2.2680995747050683,1.1723494247089246,5.013768862023537
2010-04-20,29204.7,68,13542,53,827,6.285972404730618,429.4808823529412,4,2,1,16,0,45287.87,27221.411,29718.33,27662.451,28715.094285714287,28407.1365,31056.709066666666,8065.397333861613,9145.01963679966,30109.92813154869,29791.464010974112,29788.266429727628,45287.87,47626.52,59935.770000000004,19561.05,16988.420000000002,9032.7,1983.2890000000007,-513.630000000001,1542.2489999999998,1.0728576854447405,0.9827167273531184,1.0557524349523475
2010-04-21,29469.46,66,13315,51,727,5.079072796934866,446.5069696969697,4,2,2,16,0,29204.7,26027.6,30823.15,24059.94,29206.78857142857,28310.44435714286,31737.934400000002,7978.699811783104,9124.643355923872,29949.81109866152,29748.53014284423,29767.69827297101,45287.87,47626.52,59935.770000000004,19561.05,16988.420000000002,16988.420000000002,3441.8600000000006,-1353.6900000000023,5409.52,1.132238854139452,0.9560820357426154,1.2248351409022633
2010-04-22,43505.03,79,21587,67,755,7.666002834868887,550.696582278481,4,2,3,16,0,29469.46,27214.08,19476.52,30795.24,31534.067142857144,30026.7665,32266.020366666664,9526.394436644114,9583.49969151308,33338.61582399614,31582.730123798334,30653.977739230948,45287.87,47626.52,59935.770000000004,19561.05,16988.420000000002,16988.420000000002,16290.949999999997,24028.51,12709.789999999997,1.5986221103193639,2.2337168036178947,1.412719303372859
2010-04-23,16737.31,57,10286,43,660,3.481963028169014,293.63701754385966,4,2,4,16,0,43505.03,29613.48,34590.91,41145.01,29694.614285714284,28751.509357142855,32021.9327,11076.126015376285,10103.218754570224,29188.289367997102,29603.340773958556,29756.12820766766,45287.87,47626.52,59935.770000000004,16737.31,16737.31,16737.31,-12876.169999999998,-17853.600000000002,-24407.7,0.5651922705470618,0.4838644025265597,0.40678833229108463
2010-04-25,16774.12,46,8463,44,729,3.260841546626232,364.65478260869565,4,2,6,16,1,16737.31,19561.05,47626.52,45764.45,29296.481428571427,26547.7665,31554.562033333335,11541.402890621563,8970.792146456399,26084.747025997825,27892.778004097414,28918.57929104394,45287.87,45287.87,59935.770000000004,16737.31,16737.31,16737.31,-2786.9300000000003,-30852.399999999998,-28990.329999999998,0.8575265642693004,0.35220125257944523,0.36653166376958535
2010-04-26,36270.85,99,19640,66,915,4.489999999999999,366.3722222222222,4,2,0,17,0,16774.12,24096.88,16988.420000000002,20873.23,31035.62,27925.082928571424,31392.090033333334,11544.534242529382,8869.895898153916,28631.27276949837,29009.85427021776,29392.919336783045,45287.87,45287.87,59935.770000000004,16737.31,16737.31,16737.31,12173.969999999998,19282.429999999997,15397.619999999999,1.505209388103356,2.135033746516745,1.737673086532367
2010-04-27,46378.58,79,23586,63,832,3.2789713937918443,587.0706329113924,4,2,1,17,0,36270.85,45287.87,19967.32,25614.49,31191.43571428571,29811.601499999997,31412.561033333335,11774.035466532367,9806.418318263994,33068.09957712378,31325.68436752206,30488.7684118293,46378.58,46378.58,59935.770000000004,16737.31,16737.31,16737.31,1090.7099999999991,26411.260000000002,20764.09,1.024083932408391,2.3227243315577657,1.8106384316064852
2010-04-28,32562.56,73,19491,62,901,3.2888801350590886,446.0624657534247,4,2,2,17,0,46378.58,29204.7,27221.411,56488.73,31671.13,30193.112142857142,31802.205366666665,11747.975596935845,9801.79302153058,32941.71468284284,31490.601118519116,30622.561417517732,46378.58,46378.58,59935.770000000004,16737.31,16737.31,16737.31,3357.8600000000006,5341.149000000001,-23926.170000000002,1.11497669895599,1.1962113205667406,0.576443478194677
2010-04-29,32848.171,84,17076,71,1033,3.672754333828628,391.0496547619048,4,2,3,17,0,32562.56,29469.46,26027.6,30179.26,32153.802999999996,30680.295785714283,32043.328066666665,11711.794951454416,9748.182785984303,32918.32876213213,31671.6104360499,30766.14913251659,46378.58,46378.58,59935.770000000004,16737.31,16737.31,16737.31,3378.711000000003,6820.571000000004,2668.9110000000037,1.11465126948373,1.262051476125344,1.0884352697846138
2010-04-30,29283.0,50,17697,36,726,4.7541777408637875,585.66,4,2,4,17,0,32848.171,43505.03,27214.08,38993.08,30122.08442857143,30828.075785714285,31136.4704,10594.753724480373,9707.18971380939,32009.4965715991,31353.129044576584,30670.462091709072,46378.58,46378.58,59935.770000000004,16737.31,16737.31,16737.31,-14222.029999999999,2068.9199999999983,-9710.080000000002,0.6730945823965643,1.0760238817553265,0.7509794045507562
2010-05-02,12367.83,40,6307,39,530,2.7831428571428574,309.19575,5,2,6,17,1,29283.0,16737.31,29613.48,32546.05,29497.873,29596.243642857142,30542.75606666667,11596.168356775863,10894.760926421231,27099.079928699324,28821.755838633042,29489.647118050423,46378.58,46378.58,59935.770000000004,12367.83,12367.83,12367.83,-4369.480000000001,-17245.65,-20178.22,0.7389377385015871,0.41764189821662295,0.38001017020498645
2010-05-04,22745.04,52,11246,43,806,4.841755395683453,437.4046153846154,5,2,1,18,0,12367.83,16774.12,19561.05,22562.62,30350.861571428573,29823.6715,30001.154733333333,10688.314958808245,10700.666245446757,26010.56994652449,28011.527060148637,29054.5111749504,46378.58,46378.58,59935.770000000004,12367.83,12367.83,12367.83,5970.920000000002,3183.9900000000016,182.4200000000019,1.3559602530564943,1.1627719370892668,1.0080850539520676
